CodigoEstacion,NombreEstacion,Variable,Parametro,Fecha,Unidad,Valor,NivelAprobacion
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),22/02/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),23/02/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),24/02/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),25/02/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),26/02/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),27/02/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),28/02/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),01/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),02/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),03/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),04/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),05/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),06/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),07/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),08/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),09/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),10/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),11/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),12/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),13/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),14/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),15/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),16/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),17/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),18/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),19/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),20/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),21/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),22/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),23/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),24/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),25/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),26/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),27/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),28/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),29/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),30/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),31/03/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),01/04/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),02/04/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),03/04/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),04/04/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),05/04/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),06/04/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),07/04/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),08/04/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),09/04/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),10/04/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),11/04/2018 00:00,mm,18.5,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),12/04/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),13/04/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),14/04/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),15/04/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),16/04/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),17/04/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),18/04/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),19/04/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),20/04/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),21/04/2018 00:00,mm,0.2,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),22/04/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),23/04/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),24/04/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),25/04/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),26/04/2018 00:00,mm,0.5,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),27/04/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),28/04/2018 00:00,mm,0.3,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),29/04/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),30/04/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),01/05/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),02/05/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),03/05/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),04/05/2018 00:00,mm,0.2,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),05/05/2018 00:00,mm,58.4,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),06/05/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),07/05/2018 00:00,mm,9.5,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),08/05/2018 00:00,mm,0.5,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),09/05/2018 00:00,mm,2.5,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),10/05/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),11/05/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),12/05/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),13/05/2018 00:00,mm,0.3,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),14/05/2018 00:00,mm,46.4,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),15/05/2018 00:00,mm,2,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),16/05/2018 00:00,mm,0.3,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),17/05/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),18/05/2018 00:00,mm,17.1,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),19/05/2018 00:00,mm,1.3,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),20/05/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),21/05/2018 00:00,mm,1.2,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),22/05/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),23/05/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),24/05/2018 00:00,mm,3.5,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),25/05/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),26/05/2018 00:00,mm,50.6,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),27/05/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),28/05/2018 00:00,mm,6,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),29/05/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),30/05/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),31/05/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),01/06/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),02/06/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),03/06/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),04/06/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),05/06/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),06/06/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),07/06/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),08/06/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),09/06/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),10/06/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),11/06/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),12/06/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),13/06/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),14/06/2018 00:00,mm,0.7,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),15/06/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),16/06/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),17/06/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),18/06/2018 00:00,mm,2,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),19/06/2018 00:00,mm,5.5,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),20/06/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),21/06/2018 00:00,mm,4.1,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),22/06/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),23/06/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),24/06/2018 00:00,mm,1.6,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),25/06/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),26/06/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),27/06/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),28/06/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),29/06/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),30/06/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),01/07/2018 00:00,mm,0.7,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),02/07/2018 00:00,mm,1.9,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),03/07/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),04/07/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),05/07/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),06/07/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),07/07/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),08/07/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),09/07/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),10/07/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),11/07/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),12/07/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),13/07/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),14/07/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),15/07/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),16/07/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),17/07/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),18/07/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),19/07/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),20/07/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),21/07/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),22/07/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),23/07/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),24/07/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),25/07/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),26/07/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),27/07/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),28/07/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),29/07/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),30/07/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),31/07/2018 00:00,mm,24.5,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),01/08/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),02/08/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),03/08/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),04/08/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),05/08/2018 00:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,Día pluviométrico (convencional),06/08/2018 00:00,mm,0,Definitivo
